raceId,driverId,constructorId,grid,position,laps,seconds,fastestLapSpeed,circuitId,Length,Turns,Constructor Experience,Driver Experience,Driver Age,Driver Wins,Constructor Wins,Driver Constructor Experience,DNF Score,prev_position,podium,year,month,day,pit_stop,pit_lap,pit_duration,pit_milliseconds
279,84,27,7,5,68,0.0,0.0,7,4.361,14,495,113,34,0,4.0,7,0.31,5.0,0,1993,6,13,4.0,54.0,21.827,21827.0
280,84,27,3,5,72,5949.036,0.0,8,4.411,17,497,114,34,0,4.0,8,0.31,5.0,0,1993,7,4,4.0,54.0,21.827,21827.0
281,84,27,6,14,53,0.0,0.0,9,5.891,18,499,115,34,0,4.0,9,0.31,14.0,0,1993,7,11,4.0,54.0,21.827,21827.0
282,84,27,6,8,44,0.0,0.0,10,4.574,17,501,116,34,0,4.0,10,0.31,8.0,0,1993,7,25,4.0,54.0,21.827,21827.0
283,84,27,13,5,76,0.0,0.0,11,4.381,14,503,117,34,0,4.0,11,0.31,5.0,0,1993,8,15,4.0,54.0,21.827,21827.0
284,84,27,11,7,43,0.0,0.0,13,7.004,20,505,118,34,0,4.0,12,0.31,7.0,0,1993,8,29,4.0,54.0,21.827,21827.0
286,84,27,11,6,70,0.0,0.0,27,4.182,14,509,120,34,0,4.0,14,0.3,6.0,0,1993,9,26,4.0,54.0,21.827,21827.0
287,84,27,15,9,51,0.0,0.0,22,5.807,18,511,121,34,0,4.0,15,0.3,9.0,0,1993,10,24,4.0,54.0,21.827,21827.0
288,84,27,8,6,78,0.0,0.0,29,3.219,14,513,122,34,0,4.0,16,0.3,6.0,0,1993,11,7,4.0,54.0,21.827,21827.0
259,84,1,13,8,57,0.0,0.0,21,4.909,19,775,125,34,0,118.0,3,0.47,8.0,0,1994,5,1,4.0,54.0,21.827,21827.0
261,84,1,8,11,59,0.0,0.0,4,4.657,14,779,127,35,0,118.0,5,0.47,11.0,0,1994,5,29,4.0,54.0,21.827,21827.0
266,84,1,6,4,76,0.0,0.0,11,4.381,14,789,132,35,0,118.0,10,0.47,4.0,0,1994,8,14,4.0,54.0,21.827,21827.0
268,84,1,15,5,53,4768.775,0.0,14,5.793,11,793,134,35,0,118.0,12,0.47,5.0,0,1994,9,11,4.0,54.0,21.827,21827.0
269,84,1,7,6,71,6362.802,0.0,27,4.182,14,795,135,35,0,118.0,13,0.47,6.0,0,1994,9,25,4.0,54.0,21.827,21827.0
243,84,27,11,9,64,0.0,0.0,4,4.657,14,553,139,35,0,4.0,17,0.32,9.0,0,1995,5,14,4.0,54.0,21.827,21827.0
245,84,27,14,10,61,0.0,0.0,7,4.361,14,557,141,36,0,4.0,19,0.32,10.0,0,1995,6,11,4.0,54.0,21.827,21827.0
246,84,27,9,4,72,5971.722,0.0,8,4.411,17,559,142,36,0,4.0,20,0.32,4.0,0,1995,7,2,4.0,54.0,21.827,21827.0
252,84,27,9,8,70,0.0,0.0,27,4.182,14,571,147,36,0,4.0,25,0.32,8.0,0,1995,9,24,4.0,54.0,21.827,21827.0
253,84,27,12,7,66,0.0,0.0,20,5.148,15,573,148,36,0,4.0,26,0.32,7.0,0,1995,10,1,4.0,54.0,21.827,21827.0
225,84,17,6,12,64,0.0,0.0,18,4.309,15,166,151,36,0,0.0,2,0.23,12.0,0,1996,3,31,4.0,54.0,21.827,21827.0
227,84,17,11,6,67,5662.04,0.0,20,5.148,15,170,153,36,0,0.0,4,0.24,6.0,0,1996,4,28,4.0,54.0,21.827,21827.0
231,84,17,9,6,68,0.0,0.0,7,4.361,14,178,157,37,0,0.0,8,0.24,6.0,0,1996,6,16,4.0,54.0,21.827,21827.0
232,84,17,8,8,71,0.0,0.0,8,4.411,17,180,158,37,0,0.0,9,0.23,8.0,0,1996,6,30,4.0,54.0,21.827,21827.0
233,84,17,8,6,60,0.0,0.0,9,5.891,18,182,159,37,0,0.0,10,0.24,6.0,0,1996,7,14,4.0,54.0,21.827,21827.0
234,84,17,10,10,44,0.0,0.0,10,4.574,17,184,160,37,0,0.0,11,0.24,10.0,0,1996,7,28,4.0,54.0,21.827,21827.0
237,84,17,9,4,53,4748.849,0.0,14,5.793,11,190,163,37,0,0.0,14,0.25,4.0,0,1996,9,8,4.0,54.0,21.827,21827.0
238,84,17,10,9,69,0.0,0.0,27,4.182,14,192,164,37,0,0.0,15,0.24,9.0,0,1996,9,22,4.0,54.0,21.827,21827.0
239,84,17,10,5,52,5620.911,0.0,22,5.807,18,194,165,37,0,0.0,16,0.25,5.0,0,1996,10,13,4.0,54.0,21.827,21827.0
240,85,30,22,9,65,0.0,0.0,18,4.309,15,34,2,30,0,0.0,1,0.03,9.0,0,1995,3,26,4.0,54.0,21.827,21827.0
248,85,30,23,8,42,0.0,0.0,10,4.574,17,50,10,31,0,0.0,9,0.06,8.0,0,1995,7,30,4.0,54.0,21.827,21827.0
249,85,30,22,12,73,0.0,0.0,11,4.381,14,52,11,31,0,0.0,10,0.08,12.0,0,1995,8,13,4.0,54.0,21.827,21827.0
226,85,28,22,10,69,0.0,0.0,25,4.259,19,40,21,31,0,0.0,3,0.35,10.0,0,1996,4,7,4.0,54.0,21.827,21827.0
235,86,18,20,10,69,0.0,0.0,11,4.381,14,360,6,38,0,0.0,2,0.26,10.0,0,1996,8,11,4.0,54.0,21.827,21827.0
238,86,18,20,15,65,0.0,0.0,27,4.182,14,366,9,38,0,0.0,5,0.27,15.0,0,1996,9,22,4.0,54.0,21.827,21827.0
307,87,34,23,8,58,0.0,0.0,21,4.909,19,615,3,25,0,6.0,3,0.32,8.0,0,1991,4,28,4.0,54.0,21.827,21827.0
313,87,34,21,12,43,0.0,0.0,10,4.574,17,627,9,25,0,6.0,9,0.32,12.0,0,1991,7,28,4.0,54.0,21.827,21827.0
315,87,34,13,6,44,5337.704,0.0,13,7.004,20,631,11,25,0,6.0,11,0.32,6.0,0,1991,8,25,4.0,54.0,21.827,21827.0
316,87,34,11,12,52,0.0,0.0,14,5.793,11,633,12,25,0,6.0,12,0.32,12.0,0,1991,9,8,4.0,54.0,21.827,21827.0
274,87,27,10,5,71,6727.612,0.0,18,4.309,15,485,18,26,0,4.0,2,0.31,5.0,0,1993,3,28,4.0,54.0,21.827,21827.0
277,87,27,12,7,63,0.0,0.0,4,4.657,14,491,21,27,0,4.0,5,0.31,7.0,0,1993,5,9,4.0,54.0,21.827,21827.0
281,87,27,9,7,58,0.0,0.0,9,5.891,18,499,25,27,0,4.0,9,0.31,7.0,0,1993,7,11,4.0,54.0,21.827,21827.0
283,87,27,12,7,76,0.0,0.0,11,4.381,14,503,27,27,0,4.0,11,0.31,7.0,0,1993,8,15,4.0,54.0,21.827,21827.0
284,87,27,15,11,42,0.0,0.0,13,7.004,20,505,28,27,0,4.0,12,0.31,11.0,0,1993,8,29,4.0,54.0,21.827,21827.0
287,87,27,17,7,52,0.0,0.0,22,5.807,18,511,31,27,0,4.0,15,0.3,7.0,0,1993,10,24,4.0,54.0,21.827,21827.0
288,87,27,14,9,77,0.0,0.0,29,3.219,14,513,32,27,0,4.0,16,0.3,9.0,0,1993,11,7,4.0,54.0,21.827,21827.0
259,87,25,12,9,56,0.0,0.0,21,4.909,19,726,35,28,0,16.0,3,0.37,9.0,0,1994,5,1,4.0,54.0,21.827,21827.0
262,87,25,13,10,67,0.0,0.0,7,4.361,14,732,38,28,0,16.0,6,0.37,10.0,0,1994,6,12,4.0,54.0,21.827,21827.0
263,87,25,17,10,67,0.0,0.0,8,4.411,17,734,39,28,0,16.0,7,0.37,10.0,0,1994,7,3,4.0,54.0,21.827,21827.0
266,87,25,11,5,76,0.0,0.0,11,4.381,14,740,42,28,0,16.0,10,0.37,5.0,0,1994,8,14,4.0,54.0,21.827,21827.0
267,87,25,12,5,43,0.0,0.0,13,7.004,20,742,43,28,0,16.0,11,0.37,5.0,0,1994,8,28,4.0,54.0,21.827,21827.0
270,87,25,14,13,68,0.0,0.0,26,4.428,15,748,46,28,0,16.0,14,0.37,13.0,0,1994,10,16,4.0,54.0,21.827,21827.0
240,87,1,9,6,70,0.0,0.0,18,4.309,15,803,49,28,0,118.0,1,0.47,6.0,0,1995,3,26,4.0,54.0,21.827,21827.0
244,87,1,10,5,77,0.0,0.0,6,3.337,19,811,51,29,0,118.0,3,0.46,5.0,0,1995,5,28,4.0,54.0,21.827,21827.0
246,87,1,13,11,70,0.0,0.0,8,4.411,17,815,53,29,0,118.0,5,0.46,11.0,0,1995,7,2,4.0,54.0,21.827,21827.0
247,87,1,10,5,61,5783.265,0.0,9,5.891,18,817,54,29,0,118.0,6,0.46,5.0,0,1995,7,16,4.0,54.0,21.827,21827.0
250,87,1,6,5,44,5841.647,0.0,13,7.004,20,823,57,29,0,118.0,9,0.46,5.0,0,1995,8,27,4.0,54.0,21.827,21827.0
251,87,1,9,4,53,4736.139,0.0,14,5.793,11,825,58,29,0,118.0,10,0.46,4.0,0,1995,9,10,4.0,54.0,21.827,21827.0
252,87,1,12,9,70,0.0,0.0,27,4.182,14,827,59,29,0,118.0,11,0.46,9.0,0,1995,9,24,4.0,54.0,21.827,21827.0
254,87,1,10,9,81,0.0,0.0,28,3.703,13,831,61,29,0,118.0,13,0.46,9.0,0,1995,10,22,4.0,54.0,21.827,21827.0
255,87,1,23,7,52,0.0,0.0,22,5.807,18,833,62,29,0,118.0,14,0.46,7.0,0,1995,10,29,4.0,54.0,21.827,21827.0
256,87,1,10,4,79,0.0,0.0,29,3.219,14,835,63,29,0,118.0,15,0.46,4.0,0,1995,11,12,4.0,54.0,21.827,21827.0
386,88,33,20,16,48,0.0,0.0,22,5.807,18,48,1,28,0,0.0,1,0.4,16.0,0,1988,10,30,4.0,54.0,21.827,21827.0
325,88,33,18,12,66,0.0,0.0,7,4.361,14,92,22,29,0,0.0,6,0.27,12.0,0,1990,6,10,4.0,54.0,21.827,21827.0
327,88,33,14,7,79,0.0,0.0,34,5.842,15,96,24,29,0,0.0,8,0.26,7.0,0,1990,7,8,4.0,54.0,21.827,21827.0
328,88,33,9,6,63,0.0,0.0,9,5.891,18,98,25,29,0,0.0,9,0.27,6.0,0,1990,7,15,4.0,54.0,21.827,21827.0
333,88,33,11,14,58,0.0,0.0,27,4.182,14,108,30,30,0,0.0,14,0.25,14.0,0,1990,9,23,4.0,54.0,21.827,21827.0
334,88,33,15,6,73,6545.189,0.0,26,4.428,15,110,31,30,0,0.0,15,0.25,6.0,0,1990,9,30,4.0,54.0,21.827,21827.0
305,88,33,21,6,79,0.0,0.0,33,3.721,15,116,34,30,0,0.0,18,0.26,6.0,0,1991,3,10,4.0,54.0,21.827,21827.0
289,88,29,16,8,70,0.0,0.0,30,4.529,16,34,50,31,0,0.0,1,0.15,8.0,0,1992,3,1,4.0,54.0,21.827,21827.0
292,88,29,19,7,63,0.0,0.0,4,4.657,14,40,53,31,0,0.0,4,0.18,7.0,0,1992,5,3,4.0,54.0,21.827,21827.0
293,88,29,11,10,58,0.0,0.0,21,4.909,19,42,54,31,0,0.0,5,0.19,10.0,0,1992,5,17,4.0,54.0,21.827,21827.0
294,88,29,19,11,76,0.0,0.0,6,3.337,19,44,55,31,0,0.0,6,0.2,11.0,0,1992,5,31,4.0,54.0,21.827,21827.0
297,88,29,17,12,57,0.0,0.0,9,5.891,18,50,58,31,0,0.0,9,0.2,12.0,0,1992,7,12,4.0,54.0,21.827,21827.0
300,88,29,25,9,43,0.0,0.0,13,7.004,20,56,61,31,0,0.0,12,0.2,9.0,0,1992,8,30,4.0,54.0,21.827,21827.0
302,88,29,17,10,68,0.0,0.0,27,4.182,14,60,63,32,0,0.0,14,0.2,10.0,0,1992,9,27,4.0,54.0,21.827,21827.0
303,88,29,16,8,52,0.0,0.0,22,5.807,18,62,64,32,0,0.0,15,0.21,8.0,0,1992,10,25,4.0,54.0,21.827,21827.0
304,88,29,18,8,79,0.0,0.0,29,3.219,14,64,65,32,0,0.0,16,0.22,8.0,0,1992,11,8,4.0,54.0,21.827,21827.0
276,88,29,21,9,54,0.0,0.0,21,4.909,19,72,69,32,0,0.0,20,0.22,9.0,0,1993,4,25,4.0,54.0,21.827,21827.0
277,88,29,19,10,63,0.0,0.0,4,4.657,14,74,70,32,0,0.0,21,0.24,10.0,0,1993,5,9,4.0,54.0,21.827,21827.0
279,88,29,16,13,66,0.0,0.0,7,4.361,14,78,72,32,0,0.0,23,0.26,13.0,0,1993,6,13,4.0,54.0,21.827,21827.0
280,88,29,13,12,70,0.0,0.0,8,4.411,17,80,73,32,0,0.0,24,0.28,12.0,0,1993,7,4,4.0,54.0,21.827,21827.0
288,88,29,10,7,78,0.0,0.0,29,3.219,14,96,81,33,0,0.0,32,0.25,7.0,0,1993,11,7,4.0,54.0,21.827,21827.0
240,88,27,15,8,69,0.0,0.0,18,4.309,15,547,83,34,0,4.0,1,0.32,8.0,0,1995,3,26,4.0,54.0,21.827,21827.0
242,88,27,16,11,60,0.0,0.0,21,4.909,19,551,85,34,0,4.0,3,0.32,11.0,0,1995,4,30,4.0,54.0,21.827,21827.0
248,88,27,18,6,44,0.0,0.0,10,4.574,17,563,86,34,0,4.0,4,0.32,6.0,0,1995,7,30,4.0,54.0,21.827,21827.0
245,89,29,22,9,66,0.0,0.0,7,4.361,14,140,7,31,0,0.0,6,0.24,9.0,0,1995,6,11,4.0,54.0,21.827,21827.0
250,89,29,18,12,43,0.0,0.0,13,7.004,20,150,12,31,0,0.0,11,0.23,12.0,0,1995,8,27,4.0,54.0,21.827,21827.0
251,89,29,20,8,52,0.0,0.0,14,5.793,11,152,13,32,0,0.0,12,0.22,8.0,0,1995,9,10,4.0,54.0,21.827,21827.0
252,89,29,19,15,68,0.0,0.0,27,4.182,14,154,14,32,0,0.0,13,0.23,15.0,0,1995,9,24,4.0,54.0,21.827,21827.0
255,89,29,18,12,51,0.0,0.0,22,5.807,18,160,17,32,0,0.0,16,0.23,12.0,0,1995,10,29,4.0,54.0,21.827,21827.0
403,90,39,25,6,79,0.0,0.0,29,3.219,14,16,3,28,0,0.0,2,0.56,0.0,0,1987,11,15,4.0,54.0,21.827,21827.0
321,90,44,16,13,67,0.0,0.0,33,3.721,15,50,20,31,0,0.0,1,0.14,13.0,0,1990,3,11,4.0,54.0,21.827,21827.0
336,90,22,8,7,80,0.0,0.0,29,3.219,14,160,35,31,0,0.0,2,0.39,7.0,0,1990,11,4,4.0,54.0,21.827,21827.0
306,90,22,14,7,70,0.0,0.0,18,4.309,15,164,37,32,0,0.0,4,0.4,7.0,0,1991,3,24,4.0,54.0,21.827,21827.0
307,90,22,13,13,54,0.0,0.0,21,4.909,19,166,38,32,0,0.0,5,0.39,13.0,0,1991,4,28,4.0,54.0,21.827,21827.0
308,90,22,8,4,77,0.0,0.0,6,3.337,19,168,39,32,0,0.0,6,0.39,4.0,0,1991,5,12,4.0,54.0,21.827,21827.0
310,90,22,9,5,66,0.0,0.0,32,4.304,17,172,41,32,0,0.0,8,0.38,5.0,0,1991,6,16,4.0,54.0,21.827,21827.0
313,90,22,9,8,44,0.0,0.0,10,4.574,17,178,44,32,0,0.0,11,0.38,8.0,0,1991,7,28,4.0,54.0,21.827,21827.0
314,90,22,15,8,76,0.0,0.0,11,4.381,14,180,45,32,0,0.0,12,0.37,8.0,0,1991,8,11,4.0,54.0,21.827,21827.0
315,90,22,8,4,44,5274.979,0.0,13,7.004,20,182,46,32,0,0.0,13,0.38,4.0,0,1991,8,25,4.0,54.0,21.827,21827.0
317,90,17,21,10,70,0.0,0.0,27,4.182,14,26,48,32,0,0.0,2,0.23,10.0,0,1991,9,22,4.0,54.0,21.827,21827.0
246,90,28,24,16,66,0.0,0.0,8,4.411,17,14,64,36,0,0.0,7,0.21,16.0,0,1995,7,2,4.0,54.0,21.827,21827.0
250,90,28,22,14,42,0.0,0.0,13,7.004,20,22,68,36,0,0.0,11,0.23,14.0,0,1995,8,27,4.0,54.0,21.827,21827.0
252,90,28,23,17,64,0.0,0.0,27,4.182,14,26,70,36,0,0.0,13,0.31,17.0,0,1995,9,24,4.0,54.0,21.827,21827.0
254,90,28,22,16,78,0.0,0.0,28,3.703,13,30,72,36,0,0.0,15,0.37,16.0,0,1995,10,22,4.0,54.0,21.827,21827.0
292,91,37,9,8,63,0.0,0.0,4,4.657,14,500,6,23,0,3.0,4,0.26,8.0,0,1992,5,3,4.0,54.0,21.827,21827.0
293,91,37,12,12,57,0.0,0.0,21,4.909,19,502,7,23,0,3.0,5,0.26,12.0,0,1992,5,17,4.0,54.0,21.827,21827.0
295,91,37,12,4,68,0.0,0.0,7,4.361,14,506,9,23,0,3.0,7,0.26,4.0,0,1992,6,14,4.0,54.0,21.827,21827.0
298,91,37,10,16,42,0.0,0.0,10,4.574,17,512,12,23,0,3.0,10,0.26,16.0,0,1992,7,26,4.0,54.0,21.827,21827.0
300,91,37,18,11,43,0.0,0.0,13,7.004,20,516,14,23,0,3.0,12,0.26,11.0,0,1992,8,30,4.0,54.0,21.827,21827.0
301,91,37,17,10,50,0.0,0.0,14,5.793,11,518,15,23,0,3.0,13,0.26,10.0,0,1992,9,13,4.0,54.0,21.827,21827.0
278,91,15,8,13,74,0.0,0.0,6,3.337,19,12,22,24,0,0.0,6,0.17,13.0,0,1993,5,23,4.0,54.0,21.827,21827.0
279,91,15,9,6,68,0.0,0.0,7,4.361,14,14,23,24,0,0.0,7,0.14,6.0,0,1993,6,13,4.0,54.0,21.827,21827.0
282,91,15,14,9,44,0.0,0.0,10,4.574,17,20,26,24,0,0.0,10,0.1,9.0,0,1993,7,25,4.0,54.0,21.827,21827.0
283,91,15,17,6,76,0.0,0.0,11,4.381,14,22,27,24,0,0.0,11,0.09,6.0,0,1993,8,15,4.0,54.0,21.827,21827.0
285,91,15,15,4,52,0.0,0.0,14,5.793,11,26,29,24,0,0.0,13,0.08,4.0,0,1993,9,12,4.0,54.0,21.827,21827.0
286,91,15,13,5,70,0.0,0.0,27,4.182,14,28,30,24,0,0.0,14,0.11,5.0,0,1993,9,26,4.0,54.0,21.827,21827.0
288,91,15,11,15,73,0.0,0.0,29,3.219,14,32,32,24,0,0.0,16,0.09,15.0,0,1993,11,7,4.0,54.0,21.827,21827.0
257,91,15,7,6,69,0.0,0.0,18,4.309,15,34,33,25,0,0.0,17,0.12,6.0,0,1994,3,27,4.0,54.0,21.827,21827.0
259,91,15,10,4,58,5382.3,0.0,21,4.909,19,38,35,25,0,0.0,19,0.13,4.0,0,1994,5,1,4.0,54.0,21.827,21827.0
243,91,15,20,13,63,0.0,0.0,4,4.657,14,71,40,26,0,0.0,24,0.14,13.0,0,1995,5,14,4.0,54.0,21.827,21827.0
255,91,15,15,10,51,0.0,0.0,22,5.807,18,95,41,26,0,0.0,25,0.17,10.0,0,1995,10,29,4.0,54.0,21.827,21827.0
363,92,46,21,12,62,0.0,0.0,9,5.891,18,16,8,26,0,0.0,8,0.06,12.0,0,1989,7,16,4.0,54.0,21.827,21827.0
308,92,17,23,8,76,0.0,0.0,6,3.337,19,8,34,28,0,0.0,4,0.12,8.0,0,1991,5,12,4.0,54.0,21.827,21827.0
309,92,17,14,5,69,6013.841,0.0,7,4.361,14,10,35,28,0,0.0,5,0.3,5.0,0,1991,6,2,4.0,54.0,21.827,21827.0
312,92,17,17,6,58,0.0,0.0,9,5.891,18,16,38,28,0,0.0,8,0.19,6.0,0,1991,7,14,4.0,54.0,21.827,21827.0
313,92,17,11,6,45,4870.266,0.0,10,4.574,17,18,39,28,0,0.0,9,0.28,6.0,0,1991,7,28,4.0,54.0,21.827,21827.0
314,92,17,16,9,76,0.0,0.0,11,4.381,14,20,40,28,0,0.0,10,0.25,9.0,0,1991,8,11,4.0,54.0,21.827,21827.0
290,92,33,13,11,66,0.0,0.0,32,4.304,17,124,43,29,0,0.0,3,0.27,11.0,0,1992,3,22,4.0,54.0,21.827,21827.0
294,92,33,15,6,77,0.0,0.0,6,3.337,19,132,47,29,0,0.0,7,0.26,6.0,0,1992,5,31,4.0,54.0,21.827,21827.0
298,92,33,25,14,44,0.0,0.0,10,4.574,17,140,51,29,0,0.0,11,0.24,14.0,0,1992,7,26,4.0,54.0,21.827,21827.0
300,92,33,20,18,40,0.0,0.0,13,7.004,20,144,53,29,0,0.0,13,0.24,18.0,0,1992,8,30,4.0,54.0,21.827,21827.0
247,92,30,21,12,58,0.0,0.0,9,5.891,18,48,81,32,0,0.0,24,0.04,12.0,0,1995,7,16,4.0,54.0,21.827,21827.0
256,92,30,23,8,76,0.0,0.0,29,3.219,14,66,84,32,0,0.0,27,0.09,8.0,0,1995,11,12,4.0,54.0,21.827,21827.0
270,93,31,26,19,64,0.0,0.0,26,4.428,15,26,1,26,0,0.0,1,0.42,19.0,0,1994,10,16,4.0,54.0,21.827,21827.0
243,93,31,22,15,61,0.0,0.0,4,4.657,14,38,6,27,0,0.0,6,0.39,15.0,0,1995,5,14,2.0,52.0,24.039,24039.0
432,94,18,24,12,38,0.0,0.0,13,7.004,20,12,13,24,0,0.0,12,0.08,0.0,0,1985,9,15,2.0,22.0,23.42,23420.0
435,94,18,23,8,78,0.0,0.0,29,3.219,14,15,16,24,0,0.0,15,0.13,0.0,0,1985,11,3,3.0,38.0,24.52,24520.0
378,94,18,22,15,77,0.0,0.0,34,5.842,15,92,18,27,0,0.0,17,0.13,15.0,0,1988,7,3,2.0,19.0,22.135,22135.0
379,94,18,19,15,63,0.0,0.0,9,5.891,18,94,19,27,0,0.0,18,0.14,15.0,0,1988,7,10,3.0,35.0,21.543,21543.0
386,94,18,17,13,49,0.0,0.0,22,5.807,18,108,26,27,0,0.0,25,0.17,13.0,0,1988,10,30,4.0,51.0,21.471,21471.0
387,94,18,14,7,80,0.0,0.0,29,3.219,14,110,27,27,0,0.0,26,0.17,7.0,0,1988,11,13,1.0,14.0,23.127,23127.0
363,94,18,11,5,63,0.0,0.0,9,5.891,18,126,35,28,0,0.0,34,0.15,5.0,0,1989,7,16,2.0,28.0,23.125,23125.0
364,94,18,13,9,44,0.0,0.0,10,4.574,17,128,36,28,0,0.0,35,0.15,9.0,0,1989,7,30,1.0,27.0,27.715,27715.0
366,94,18,14,9,43,0.0,0.0,13,7.004,20,132,38,28,0,0.0,37,0.15,9.0,0,1989,8,27,1.0,1.0,29.107,29107.0
367,94,18,15,7,52,0.0,0.0,14,5.793,11,134,39,28,0,0.0,38,0.16,7.0,0,1989,9,10,2.0,15.0,25.027,25027.0
368,94,18,5,5,70,0.0,0.0,27,4.182,14,136,40,28,0,0.0,39,0.16,5.0,0,1989,9,24,3.0,27.0,22.064,22064.0
371,94,18,3,6,67,0.0,0.0,29,3.219,14,142,42,28,0,0.0,41,0.16,6.0,0,1989,11,5,1.0,22.0,23.488,23488.0
331,94,18,16,15,42,0.0,0.0,13,7.004,20,164,53,29,0,0.0,52,0.18,15.0,0,1990,8,26,1.0,17.0,26.287,26287.0
333,94,18,16,11,59,0.0,0.0,27,4.182,14,168,55,29,0,0.0,54,0.18,11.0,0,1990,9,23,2.0,36.0,22.487,22487.0
335,94,18,10,8,52,0.0,0.0,22,5.807,18,172,57,29,0,0.0,56,0.17,8.0,0,1990,10,21,1.0,28.0,22.272,22272.0
336,94,18,10,9,79,0.0,0.0,29,3.219,14,174,58,29,0,0.0,57,0.18,9.0,0,1990,11,4,1.0,14.0,25.787,25787.0
305,94,18,15,9,75,0.0,0.0,33,3.721,15,176,59,29,0,0.0,58,0.18,9.0,0,1991,3,10,2.0,19.0,26.573,26573.0
307,94,18,9,4,59,0.0,0.0,21,4.909,19,180,61,30,0,0.0,60,0.18,4.0,0,1991,4,28,3.0,50.0,25.375,25375.0
308,94,18,14,12,72,0.0,0.0,6,3.337,19,182,62,30,0,0.0,61,0.19,12.0,0,1991,5,12,4.0,55.0,24.51,24510.0
309,94,18,18,7,68,0.0,0.0,7,4.361,14,184,63,30,0,0.0,62,0.18,7.0,0,1991,6,2,4.0,55.0,24.51,24510.0
311,94,18,12,9,70,0.0,0.0,8,4.411,17,188,65,30,0,0.0,64,0.19,9.0,0,1991,7,7,4.0,55.0,24.51,24510.0
312,94,18,23,9,58,0.0,0.0,9,5.891,18,190,66,30,0,0.0,65,0.19,9.0,0,1991,7,14,4.0,55.0,24.51,24510.0
315,94,18,9,12,42,0.0,0.0,13,7.004,20,196,69,30,0,0.0,68,0.19,12.0,0,1991,8,25,4.0,55.0,24.51,24510.0
317,94,18,8,4,71,5805.802,0.0,27,4.182,14,200,71,30,0,0.0,70,0.19,4.0,0,1991,9,22,4.0,55.0,24.51,24510.0
318,94,18,19,13,63,0.0,0.0,4,4.657,14,202,72,30,0,0.0,71,0.19,13.0,0,1991,9,29,4.0,55.0,24.51,24510.0
292,94,35,13,6,63,0.0,0.0,4,4.657,14,120,78,31,0,0.0,4,0.22,6.0,0,1992,5,3,4.0,55.0,24.51,24510.0
293,94,35,15,6,59,0.0,0.0,21,4.909,19,122,79,31,0,0.0,5,0.21,6.0,0,1992,5,17,4.0,55.0,24.51,24510.0
295,94,35,15,8,68,0.0,0.0,7,4.361,14,126,81,31,0,0.0,7,0.21,8.0,0,1992,6,14,4.0,55.0,24.51,24510.0
296,94,35,25,10,67,0.0,0.0,8,4.411,17,128,82,31,0,0.0,8,0.23,10.0,0,1992,7,5,4.0,55.0,24.51,24510.0
297,94,35,22,15,56,0.0,0.0,9,5.891,18,130,83,31,0,0.0,9,0.24,15.0,0,1992,7,12,4.0,55.0,24.51,24510.0
298,94,35,18,11,44,0.0,0.0,10,4.574,17,132,84,31,0,0.0,10,0.23,11.0,0,1992,7,26,4.0,55.0,24.51,24510.0
301,94,35,22,8,52,0.0,0.0,14,5.793,11,138,87,31,0,0.0,13,0.23,8.0,0,1992,9,13,4.0,55.0,24.51,24510.0
303,94,35,19,10,52,0.0,0.0,22,5.807,18,142,89,31,0,0.0,15,0.23,10.0,0,1992,10,25,4.0,55.0,24.51,24510.0
282,94,18,22,14,44,0.0,0.0,10,4.574,17,258,92,32,0,0.0,75,0.22,14.0,0,1993,7,25,4.0,55.0,24.51,24510.0
285,94,18,22,7,51,0.0,0.0,14,5.793,11,264,95,32,0,0.0,78,0.22,7.0,0,1993,9,12,4.0,55.0,24.51,24510.0
286,94,18,19,8,69,0.0,0.0,27,4.182,14,266,96,32,0,0.0,79,0.23,8.0,0,1993,9,26,4.0,55.0,24.51,24510.0
287,94,18,22,10,51,0.0,0.0,22,5.807,18,268,97,32,0,0.0,80,0.23,10.0,0,1993,10,24,4.0,55.0,24.51,24510.0
257,94,18,15,8,69,0.0,0.0,18,4.309,15,272,99,32,0,0.0,82,0.23,8.0,0,1994,3,27,4.0,55.0,24.51,24510.0
261,94,18,18,5,64,0.0,0.0,4,4.657,14,280,103,33,0,0.0,86,0.22,5.0,0,1994,5,29,4.0,55.0,24.51,24510.0
262,94,18,15,9,68,0.0,0.0,7,4.361,14,282,104,33,0,0.0,87,0.22,9.0,0,1994,6,12,4.0,55.0,24.51,24510.0
263,94,18,16,5,70,0.0,0.0,8,4.411,17,284,105,33,0,0.0,88,0.23,5.0,0,1994,7,3,4.0,55.0,24.51,24510.0
264,94,18,14,10,58,0.0,0.0,9,5.891,18,286,106,33,0,0.0,89,0.23,10.0,0,1994,7,10,4.0,55.0,24.51,24510.0
267,94,18,10,8,43,0.0,0.0,13,7.004,20,292,109,33,0,0.0,92,0.23,8.0,0,1994,8,28,1.0,25.0,28.325,28325.0
270,94,18,17,15,67,0.0,0.0,26,4.428,15,298,112,33,0,0.0,95,0.23,15.0,0,1994,10,16,1.0,37.0,29.115,29115.0
242,94,18,18,12,59,0.0,0.0,21,4.909,19,308,117,34,0,0.0,100,0.24,12.0,0,1995,4,30,1.0,22.0,24.046,24046.0
497,95,32,9,4,75,6296.55,0.0,44,3.853,17,459,18,28,0,40.0,18,0.37,4.0,0,1981,10,17,1.0,18.0,22.749,22749.0
